"instancia";"dim";"config";"rep";"resultado"
5;20;1;30;40,5020701505683
5;20;2;1;147728,724238462
5;20;2;2;162727,215765259
5;20;2;3;232942,498949914
5;20;2;4;54259,2345093053
5;20;2;5;37239,545940174
5;20;2;6;191675,691001155
5;20;2;7;135868,878125476
5;20;2;8;116280,057595537
5;20;2;9;56187,996657206
5;20;2;10;47745,448029199
5;20;2;11;123647,113828022
5;20;2;12;219739,723587301
5;20;2;13;31962,6294869334
5;20;2;14;285336,758408513
5;20;2;15;32580,5003193492
5;20;2;16;93193,1270782588
5;20;2;17;53667,2341485937
5;20;2;18;94173,5883813681
5;20;2;19;205330,03188024
5;20;2;20;52297,4537467776
5;20;2;21;134425,171274018
5;20;2;22;223846,786685532
5;20;2;23;206765,676814356
5;20;2;24;87166,1586458565
5;20;2;25;118211,962250185
5;20;2;26;79870,7232723356
5;20;2;27;86759,3824293556
5;20;2;28;131314,227609217
5;20;2;29;169968,958033141
5;20;2;30;61690,7289690853
6;24;1;1;195,288493845291
6;24;1;2;55,6676761880229
6;24;1;3;124,809514826468
6;24;1;4;70,8449994347599
6;24;1;5;87,202184212002
6;24;1;6;69,8561019339705
6;24;1;7;80,7551722114516
6;24;1;8;57,5808988037859
6;24;1;9;70,2178909590333
6;24;1;10;60,2273760936653
6;24;1;11;109,567021153198
6;24;1;12;89,6816638444788
6;24;1;13;73,7005964054584
6;24;1;14;69,0347185003646
6;24;1;15;126,797450738076
6;24;1;16;61,1771577130243
6;24;1;17;63,4516349066694
6;24;1;18;94,6952898210765
6;24;1;19;60,3774423237344
6;24;1;20;70,7089245402705
6;24;1;21;67,884722339366
6;24;1;22;77,9170106272292
6;24;1;23;74,9302334147279
6;24;1;24;85,9396470293929
6;24;1;25;93,5076630224091
6;24;1;26;104,168991311232
6;24;1;27;64,3881707104616
6;24;1;28;93,7829748723816
6;24;1;29;45,951504669485
6;24;1;30;60,5573645165922
6;24;2;1;278259,533150012
6;24;2;2;111714,346921175
6;24;2;3;252930,333350301
6;24;2;4;480368,602715058
6;24;2;5;255930,699967221
6;24;2;6;177732,433226482
6;24;2;7;314611,471557337
6;24;2;8;258495,912243992
6;24;2;9;308267,897040651
6;24;2;10;420307,721977949
6;24;2;11;369530,749283644
6;24;2;12;132834,05822721
6;24;2;13;195230,352765744
6;24;2;14;106511,445207209
6;24;2;15;469810,517510842
6;24;2;16;198445,988857728
6;24;2;17;88395,6141573829
6;24;2;18;116918,24158233
6;24;2;19;137045,083000973
6;24;2;20;110399,442512693
6;24;2;21;189830,610036244
6;24;2;22;373448,477113693
6;24;2;23;150986,569678366
6;24;2;24;250911,365589835
6;24;2;25;194247,115345021
6;24;2;26;372376,793480776
6;24;2;27;202916,523108784
6;24;2;28;222139,134600925
6;24;2;29;432159,948121869
6;24;2;30;208884,353493783
7;29;1;1;159,016867596387
7;29;1;2;217,735600967029
7;29;1;3;151,626276801576
7;29;1;4;209,525835841164
7;29;1;5;128,049326714834
7;29;1;6;222,916337280884
7;29;1;7;115,030989902316
7;29;1;8;109,312741063182
7;29;1;9;218,95828989784
7;29;1;10;204,780110922807
7;29;1;11;135,986259168175
7;29;1;12;175,646520714379
7;29;1;13;199,870560871525
7;29;1;14;238,736052664972
7;29;1;15;135,156967613986
7;29;1;16;163,553526138991
7;29;1;17;142,481936239694
7;29;1;18;165,0303759958
7;29;1;19;229,02518088581
7;29;1;20;147,181203984146
7;29;1;21;158,337621214306
7;29;1;22;165,831174855524
7;29;1;23;209,056544939974
7;29;1;24;160,0328815356
7;29;1;25;162,963253030303
7;29;1;26;137,889256381865
7;29;1;27;184,076108274196
7;29;1;28;148,105403142886
7;29;1;29;262,180994017371
7;29;1;30;266,406874159587
7;29;2;1;734845,836067189
7;29;2;2;505122,934968683
7;29;2;3;327722,44272032
7;29;2;4;251293,688427762
7;29;2;5;577766,235843656
7;29;2;6;594343,671940812
7;29;2;7;616957,374494217
7;29;2;8;766657,040997953
7;29;2;9;563988,056422875
7;29;2;10;549821,314372245
7;29;2;11;642872,614513221
7;29;2;12;625802,637072113
7;29;2;13;741710,657248994
7;29;2;14;833603,580402784
7;29;2;15;599451,935223364
7;29;2;16;340760,610394199
7;29;2;17;418871,463085767
7;29;2;18;690661,773835723
7;29;2;19;393372,826866659
7;29;2;20;786018,575301992
7;29;2;21;609847,009896569
7;29;2;22;586439,277813789
7;29;2;23;691270,316201485
7;29;2;24;561066,441036126
7;29;2;25;382551,289173984
7;29;2;26;551545,610867672
7;29;2;27;527318,51825463
7;29;2;28;533402,830754692
7;29;2;29;508575,114537933
7;29;2;30;315126,78421206
8;33;1;1;308,640004978883
8;33;1;2;333,073340162048
8;33;1;3;388,202054370475
8;33;1;4;301,87895497731
8;33;1;5;292,306964928956
8;33;1;6;235,246810832887
8;33;1;7;301,411835096551
8;33;1;8;201,931227219885
8;33;1;9;276,786413910743
8;33;1;10;319,138660078893
8;33;1;11;264,757478617215
8;33;1;12;235,892715773994
8;33;1;13;343,635290568152
8;33;1;14;249,203539809817
8;33;1;15;229,285182385212
8;33;1;16;257,359592553867
8;33;1;17;466,6129961297
8;33;1;18;387,256471875711
8;33;1;19;278,045801846111
8;33;1;20;283,64052976244
8;33;1;21;237,485095567824
8;33;1;22;198,51273153925
8;33;1;23;159,932208725388
8;33;1;24;222,60045096491
8;33;1;25;382,322709703832
8;33;1;26;375,15866694541
8;33;1;27;375,099201809703
8;33;1;28;204,267506484517
8;33;1;29;366,409769439293
8;33;1;30;204,065825010928
8;33;2;1;669050,459929953
8;33;2;2;736714,648944142
8;33;2;3;917722,225830787
8;33;2;4;446846,416298467
8;33;2;5;485261,366063803
8;33;2;6;971015,028335253
8;33;2;7;866846,203569727
8;33;2;8;823768,665160126
8;33;2;9;675339,23375748
8;33;2;10;663561,611459406
8;33;2;11;720453,342697644
8;33;2;12;886581,732031209
8;33;2;13;1004439,45868845
8;33;2;14;414323,753892884
8;33;2;15;664184,84448026
8;33;2;16;874836,232098201
8;33;2;17;999119,838745334
8;33;2;18;948452,923851594
8;33;2;19;682726,967087969
8;33;2;20;700808,87470124
8;33;2;21;1041098,52388819
8;33;2;22;879136,203493359
8;33;2;23;849604,809805726
8;33;2;24;1061684,76653446
8;33;2;25;847079,992198315
8;33;2;26;1098899,84801697
8;33;2;27;572815,086273051
8;33;2;28;791935,366177296
8;33;2;29;1013847,73995659
8;33;2;30;1192010,43180708
9;38;1;1;585,260985470363
9;38;1;2;370,436318029966
9;38;1;3;455,139134464779
9;38;1;4;363,075454529235
9;38;1;5;526,430445989812
9;38;1;6;720,209736203048
9;38;1;7;432,491100931898
9;38;1;8;439,199335522918
9;38;1;9;531,959526197287
9;38;1;10;784,55493019276
9;38;1;11;434,927197831798
9;38;1;12;360,840997940461
9;38;1;13;554,311960420357
9;38;1;14;314,799434891679
9;38;1;15;444,03139679748
9;38;1;16;626,32559625285
9;38;1;17;423,078411929461
9;38;1;18;740,072310313751
9;38;1;19;500,039278548626
9;38;1;20;525,669012916377
9;38;1;21;521,115419020833
9;38;1;22;543,411037790736
9;38;1;23;379,469000531205
9;38;1;24;526,413239560135
9;38;1;25;727,188693195576
9;38;1;26;399,110488340717
9;38;1;27;564,474283343634
9;38;1;28;861,203185203656
9;38;1;29;491,108785906844
9;38;1;30;425,119772670986
9;38;2;1;1244924,77903223
9;38;2;2;1143376,73365839
9;38;2;3;1178235,64548663
9;38;2;4;1178578,94535672
9;38;2;5;881083,79243257
9;38;2;6;1262927,07340206
9;38;2;7;1353302,32883494
9;38;2;8;1119327,24563239
9;38;2;9;1276707,03918197
9;38;2;10;1240138,80573999
9;38;2;11;1404075,66322029
9;38;2;12;1005979,00769347
9;38;2;13;1154472,77839946
9;38;2;14;1182058,48667394
9;38;2;15;1505504,34262722
9;38;2;16;1198026,40090277
9;38;2;17;1324786,12985999
9;38;2;18;1279651,13680779
9;38;2;19;1082965,73619378
9;38;2;20;1237320,27890005
9;38;2;21;1264535,62590301
9;38;2;22;1465216,41407193
9;38;2;23;1119739,14611853
9;38;2;24;1241411,13788475
9;38;2;25;1243203,05879185
9;38;2;26;1369721,39170386
9;38;2;27;1276801,07951972
9;38;2;28;1350181,86203781
9;38;2;29;1046382,59843794
9;38;2;30;903862,195967959
10;42;1;1;833,716732614721
10;42;1;2;701,521633996916
10;42;1;3;565,902526685177
10;42;1;4;799,33504994117
10;42;1;5;651,478797197566
10;42;1;6;737,163537559088
10;42;1;7;705,621503871969
10;42;1;8;783,718143920096
10;42;1;9;991,550521579917
10;42;1;10;733,806495454392
10;42;1;11;691,004721458249
10;42;1;12;550,991721965995
10;42;1;13;625,174856905482
10;42;1;14;560,866537024611
10;42;1;15;715,644003323758
10;42;1;16;717,834553148754
10;42;1;17;908,626061816926
10;42;1;18;544,323458732694
10;42;1;19;820,652051730428
10;42;1;20;461,263730765838
10;42;1;21;1042,95749831713
10;42;1;22;686,853177286832
10;42;1;23;593,635408585281
10;42;1;24;683,59425595841
10;42;1;25;1066,04601975323
10;42;1;26;891,267899915846
10;42;1;27;898,378146922938
10;42;1;28;959,830037093651
10;42;1;29;621,081125154806
10;42;1;30;708,558496863172
10;42;2;1;1685124,40247257
10;42;2;2;1200397,70818321
10;42;2;3;1744101,02905043
10;42;2;4;1451844,15322693
10;42;2;5;1623539,71054032
10;42;2;6;1473522,80456308
10;42;2;7;1407362,50989489
10;42;2;8;1294713,67286044
10;42;2;9;1367982,98607319
10;42;2;10;1802544,20688167
10;42;2;11;1821273,59790803
10;42;2;12;1159136,17368246
10;42;2;13;1555308,43358575
10;42;2;14;1402566,96369609
10;42;2;15;1479450,31977681
10;42;2;16;1328954,48901756
10;42;2;17;1376446,16359866
10;42;2;18;1402533,27941535
10;42;2;19;1496027,03069456
10;42;2;20;1541670,75540973
10;42;2;21;1179991,98584307
10;42;2;22;1339126,98152476
10;42;2;23;1627803,36213214
10;42;2;24;1740238,84219254
10;42;2;25;1471341,32625218
10;42;2;26;1266531,10492308
10;42;2;27;1702969,05139006
10;42;2;28;1481699,72374
10;42;2;29;1536861,68809252
10;42;2;30;1713596,55776457
11;47;1;1;1444,58445045081
11;47;1;2;1114,05029937738
11;47;1;3;1618,02479947398
11;47;1;4;1731,86551524458
11;47;1;5;1486,07861116207
11;47;1;6;1019,81219126911
11;47;1;7;1224,85002949041
11;47;1;8;1010,03742506446
11;47;1;9;1374,95244555283
11;47;1;10;869,626772000976
11;47;1;11;1250,56499086093
11;47;1;12;1344,23063511225
11;47;1;13;1489,11002673508
11;47;1;14;2398,48783745894
11;47;1;15;787,151332777599
11;47;1;16;1516,55390385747
11;47;1;17;1125,33379508648
11;47;1;18;1181,64213645132
11;47;1;19;940,88842469501
11;47;1;20;1508,43863523395
11;47;1;21;1114,21166713001
11;47;1;22;1718,81112916641
11;47;1;23;1010,49191536274
11;47;1;24;759,510585586571
11;47;1;25;977,749349366141
11;47;1;26;1703,79495902689
11;47;1;27;978,641681741564
11;47;1;28;1338,12765488876
11;47;1;29;1656,39820534063
11;47;1;30;1457,10866323474
11;47;2;1;1848858,93589903
11;47;2;2;2064982,50331303
11;47;2;3;2238373,57091834
11;47;2;4;2045804,01542844
11;47;2;5;1693892,20028278
11;47;2;6;1956404,63908626
11;47;2;7;1876535,28286162
11;47;2;8;2170226,87348667
11;47;2;9;1901831,91243454
11;47;2;10;1748062,86156481
11;47;2;11;1862743,53384445
11;47;2;12;1845480,56561704
11;47;2;13;1495221,25125936
11;47;2;14;1823572,02500947
11;47;2;15;1990894,77262665
11;47;2;16;1554662,75492872
11;47;2;17;1761076,44967967
11;47;2;18;1757085,08397862
11;47;2;19;1662173,58456212
11;47;2;20;1965091,20837932
11;47;2;21;1086310,5405867
11;47;2;22;2150042,13457
11;47;2;23;2114698,11764647
11;47;2;24;1902765,42187931
11;47;2;25;1968284,92444821
11;47;2;26;1841954,77100258
11;47;2;27;1945902,51650832
11;47;2;28;2134710,4969619
11;47;2;29;1875750,01487898
11;47;2;30;1567696,60875098
12;51;1;1;1507,10949491878
12;51;1;2;1645,46729647455
12;51;1;3;1297,70704957694
12;51;1;4;2336,67988428971
12;51;1;5;2269,52665475094
12;51;1;6;2640,01868796699
12;51;1;7;2018,47545337875
12;51;1;8;1255,07861200874
12;51;1;9;1318,87092242424
12;51;1;10;2213,09326627584
12;51;1;11;1941,71371205465
12;51;1;12;2663,22264767233
12;51;1;13;2371,79321313964
12;51;1;14;1727,00149115637
12;51;1;15;1630,21570575083
12;51;1;16;2556,77702057637
12;51;1;17;1597,98108732896
12;51;1;18;2422,59727237376
12;51;1;19;1277,71299205716
12;51;1;20;2130,07995762736
12;51;1;21;1437,37981307167
12;51;1;22;1903,90858271817
12;51;1;23;1309,89596974473
12;51;1;24;2531,18362925097
12;51;1;25;3006,20153781381
12;51;1;26;2134,76177158068
12;51;1;27;1552,68547082429
12;51;1;28;2311,91467798442
12;51;1;29;3257,40957638325
12;51;1;30;1031,38283763066
12;51;2;1;2391406,83475359
12;51;2;2;2176529,56265708
12;51;2;3;2394040,5314465
12;51;2;4;2005634,83121946
12;51;2;5;3014424,39973798
12;51;2;6;2035205,52634056
12;51;2;7;1982939,54184869
12;51;2;8;2262077,28381411
12;51;2;9;1964214,46293831
12;51;2;10;1813968,44072221
12;51;2;11;2153845,85751926
12;51;2;12;2234184,83037857
12;51;2;13;2301516,13263959
12;51;2;14;2132761,75142728
12;51;2;15;1934474,38243202
12;51;2;16;2487405,26381839
12;51;2;17;2245259,14539766
12;51;2;18;2310444,28349151
12;51;2;19;1731399,47861784
12;51;2;20;2708331,43925691
12;51;2;21;2472369,78397984
12;51;2;22;2035635,31602904
12;51;2;23;2130359,34665905
12;51;2;24;1920391,21720592
12;51;2;25;1772007,94545222
12;51;2;26;2457785,39701577
12;51;2;27;2045260,97519559
12;51;2;28;2593785,28616406
12;51;2;29;2581253,37386367
12;51;2;30;2177869,11560164
13;56;1;1;2147,46956771187
13;56;1;2;3023,68526243937
13;56;1;3;2569,13343761433
13;56;1;4;2875,81374536668
13;56;1;5;2977,1031638734
13;56;1;6;2689,85968162761
13;56;1;7;3364,69893085985
13;56;1;8;2784,48522228394
13;56;1;9;1744,70004670299
13;56;1;10;2160,76277340162
13;56;1;11;2647,75768227182
13;56;1;12;2564,29499755787
13;56;1;13;2766,79286240465
13;56;1;14;2650,42868653663
13;56;1;15;2512,44083427653
13;56;1;16;3594,80905180198
13;56;1;17;4540,95293173643
13;56;1;18;3557,44237544043
13;56;1;19;2992,92717790109
13;56;1;20;1772,76576107748
13;56;1;21;2834,56203682403
13;56;1;22;2480,86596216643
13;56;1;23;3009,72444898025
13;56;1;24;2226,54859955196
13;56;1;25;2517,30847864289
13;56;1;26;3616,49627670992
13;56;1;27;2412,19869803168
13;56;1;28;2295,79638886769
13;56;1;29;2385,41382931387
13;56;1;30;3562,57572010711
13;56;2;1;1949234,58503898
13;56;2;2;2444859,06627006
13;56;2;3;2791109,51650315
13;56;2;4;2383440,30248412
13;56;2;5;2473175,91992192
13;56;2;6;1998204,36088111
13;56;2;7;2695406,73729242
13;56;2;8;2460963,44335199
13;56;2;9;2210779,44048686
13;56;2;10;2770998,56694457
13;56;2;11;2629011,69537237
13;56;2;12;2703783,24818299
13;56;2;13;2351577,61996818
13;56;2;14;3519581,84541141
13;56;2;15;3296690,22393455
13;56;2;16;3332911,27284408
13;56;2;17;3323338,84082462
13;56;2;18;2406977,06108419
13;56;2;19;2469612,08496223
13;56;2;20;2574553,32589726
13;56;2;21;2589690,40501473
13;56;2;22;2112190,79356044
13;56;2;23;2738370,83692207
13;56;2;24;2259840,83145291
13;56;2;25;2361798,43931085
13;56;2;26;2534407,41104762
13;56;2;27;2740460,92720661
13;56;2;28;2910584,35900264
13;56;2;29;2868862,74913993
13;56;2;30;2442795,34509157
14;60;1;1;3460,96620890529
14;60;1;2;3990,47559876382
14;60;1;3;6387,37499676242
14;60;1;4;3963,57083456664
14;60;1;5;3170,24317900776
14;60;1;6;3652,85903826252
14;60;1;7;3565,67514851247
14;60;1;8;4197,4923471536
14;60;1;9;2881,7602266831
14;60;1;10;3523,59267718879
14;60;1;11;4822,25611315409
14;60;1;12;4988,99143218869
14;60;1;13;3190,89178222111
14;60;1;14;2967,56311468701
14;60;1;15;3960,97478853399
14;60;1;16;2980,1333357531
14;60;1;17;2326,47613092934
14;60;1;18;3592,62095660731
14;60;1;19;3944,65874935856
14;60;1;20;4145,5684827094
14;60;1;21;3411,28312010126
14;60;1;22;5243,22153851532
14;60;1;23;3047,16378312716
14;60;1;24;4278,28532014436
14;60;1;25;2982,7703592072
14;60;1;26;3606,19929720593
14;60;1;27;2979,15738092749
14;60;1;28;3051,56439991634
14;60;1;29;3785,63022343204
14;60;1;30;3961,07662482321
14;60;2;1;3514620,43494328
14;60;2;2;3919698,92961992
14;60;2;3;3423146,30991039
14;60;2;4;4060408,82447296
14;60;2;5;3767857,56882179
14;60;2;6;2363803,12236348
14;60;2;7;3508698,12923773
14;60;2;8;3156273,23914046
14;60;2;9;3291517,28066687
14;60;2;10;2560312,99217962
14;60;2;11;3077763,40966931
14;60;2;12;2836500,03256163
14;60;2;13;3016829,17495623
14;60;2;14;3879457,5784497
14;60;2;15;3687460,25284712
14;60;2;16;2813488,26450848
14;60;2;17;2926025,44324772
14;60;2;18;3476917,63518957
14;60;2;19;3331014,51356491
14;60;2;20;3062957,34963627
14;60;2;21;2611670,82259752
14;60;2;22;3044734,21737336
14;60;2;23;3853965,50225294
14;60;2;24;3095336,35274967
14;60;2;25;2979391,7200944
14;60;2;26;2456504,72947788
14;60;2;27;2452191,86731606
14;60;2;28;3244667,75483125
14;60;2;29;2772351,69584686
14;60;2;30;2242610,32889144
15;65;1;1;5242,38322343956
15;65;1;2;6557,19564324288
15;65;1;3;8047,55926150501
15;65;1;4;4541,15871887503
15;65;1;5;6693,49870390282
15;65;1;6;6270,02480466774
15;65;1;7;7800,26812485781
15;65;1;8;4880,09281365012
15;65;1;9;3976,01074123815
15;65;1;10;7240,59467988618
15;65;1;11;4490,341013318
15;65;1;12;5088,81129646317
15;65;1;13;5330,76775860797
15;65;1;14;2667,81402001441
15;65;1;15;4734,75568839375
15;65;1;16;5521,34087264433
15;65;1;17;4016,22539729603
15;65;1;18;4713,24630956441
15;65;1;19;2721,90550526585
15;65;1;20;5802,05361538287
15;65;1;21;6183,03244611761
15;65;1;22;4742,25745279415
15;65;1;23;3231,51010088595
15;65;1;24;5043,73919172545
15;65;1;25;5623,13573464814
15;65;1;26;4341,63650216011
15;65;1;27;3600,69718738415
15;65;1;28;4122,26689851169
15;65;1;29;5351,29281886292
15;65;1;30;5824,37221844671
15;65;2;1;3743253,92867565
15;65;2;2;4236975,44045377
15;65;2;3;4312663,10250381
15;65;2;4;3812235,93791771
15;65;2;5;3265913,48433472
15;65;2;6;4049790,98280697
15;65;2;7;3702864,27853229
15;65;2;8;3977866,42380679
15;65;2;9;3358618,00555099
15;65;2;10;3997500,22450075
15;65;2;11;4213432,08414541
15;65;2;12;4089486,42096039
15;65;2;13;3377294,5122274
15;65;2;14;3591449,12208502
15;65;2;15;3949344,58491494
15;65;2;16;3500233,75731745
15;65;2;17;3601573,45202901
15;65;2;18;3840031,08431921
15;65;2;19;3625635,22601566
15;65;2;20;3242450,89126301
15;65;2;21;4291526,84805037
15;65;2;22;3509389,30385119
15;65;2;23;4242132,13766905
